LIUM/溜溜梅	18542055.060000025	0.00094	496	0.00041	18057182.460000012	0.97385	459	0.9254	484872.5999999999	0.02615	37	0.0746
Arla/爱氏晨曦	18527528.20090001	0.00094	243	0.0002	18510725.206900008	0.99909	220	0.90535	16802.994000000002	0.00091	23	0.09465
仙客乐	18520906.252999995	0.00094	56	5e-05	18520906.252999995	1.0	56	1.0	0	0.0	0	0
Kong WENG/港荣	18363442.400100004	0.00093	1420	0.00118	18346521.6019	0.99908	1379	0.97113	16920.798199999997	0.00092	41	0.02887
米多奇	18101294.667900022	0.00092	666	0.00055	18085008.26790002	0.9991	649	0.97447	16286.399999999998	0.0009	17	0.02553
豪士	18007903.591599997	0.00092	401	0.00033	17997026.791599996	0.9994	400	0.99751	10876.8	0.0006	1	0.00249
养元（六个核桃）	17628806.569700003	0.0009	149	0.00012	16521603.689699994	0.93719	145	0.97315	1107202.88	0.06281	4	0.02685
淘宝心选	17599907.8284	0.0009	288	0.00024	1868635.5046000006	0.10617	200	0.69444	15731272.323800001	0.89383	88	0.30556
乐怡点	17554435.588500004	0.00089	51	4e-05	17554435.588500004	1.0	51	1.0	0	0.0	0	0
东赛良品	17429397.902300008	0.00089	79	7e-05	17429397.902300008	1.0	79	1.0	0	0.0	0	0
百菲酪	17421466.640699998	0.00089	76	6e-05	17421466.640699998	1.0	76	1.0	0	0.0	0	0
名扬	17414052.495300006	0.00089	275	0.00023	17100765.39530001	0.98201	265	0.96364	313287.1	0.01799	10	0.03636
乌江	17282346.780900013	0.00088	1546	0.00129	17137944.532500014	0.99164	1525	0.98642	144402.2484	0.00836	21	0.01358
Kjeldsens/蓝罐	17157208.7453	0.00087	160	0.00013	17001111.245300002	0.9909	156	0.975	156097.5	0.0091	4	0.025
吉香居	16982022.493600044	0.00086	1976	0.00164	16332698.126600053	0.96176	1891	0.95698	649324.367	0.03824	85	0.04302
泰金香	16668931.3412	0.00085	50	4e-05	16651330.6412	0.99894	38	0.76	17600.7	0.00106	12	0.24
GODIVA/歌帝梵	16659114.445500007	0.00085	800	0.00067	16564462.855500007	0.99432	785	0.98125	94651.59	0.00568	15	0.01875
五芳斋	16573559.919800006	0.00084	1988	0.00165	16073206.085400002	0.96981	1793	0.90191	500353.8344	0.03019	195	0.09809
bonbater/棒倍特	16527787.601099998	0.00084	82	7e-05	16205520.201099996	0.9805	74	0.90244	322267.4	0.0195	8	0.09756
松香谷	16483083.4973	0.00084	72	6e-05	16483025.8573	1.0	71	0.98611	57.64	0.0	1	0.01389
Yon Ho/永和豆浆	16469447.765999997	0.00084	584	0.00049	16463340.265999997	0.99963	579	0.99144	6107.5	0.00037	5	0.00856
糖村	16280058.15	0.00083	76	6e-05	16222044.15	0.99644	73	0.96053	58014.0	0.00356	3	0.03947
甘滋罗	16259541.169799998	0.00083	80	7e-05	15848343.979799999	0.97471	74	0.925	411197.19	0.02529	6	0.075
燕之坊	16226729.02670002	0.00083	1039	0.00086	16169972.02570002	0.9965	1005	0.96728	56757.001	0.0035	34	0.03272
亦淘	16102407.25	0.00082	23	2e-05	16102407.25	1.0	23	1.0	0	0.0	0	0
三胖蛋	16094964.687400004	0.00082	209	0.00017	15719112.643900003	0.97665	187	0.89474	375852.0435000001	0.02335	22	0.10526
青外	15900844.465400005	0.00081	333	0.00028	15899624.065400004	0.99992	331	0.99399	1220.4	8e-05	2	0.00601
谭八爷	15878074.878400004	0.00081	146	0.00012	15878074.878400004	1.0	134	0.91781	0.0	0.0	12	0.08219
笨笨狗	15786041.991399998	0.0008	147	0.00012	15785967.491399998	1.0	145	0.98639	74.5	0.0	2	0.01361
必胜客	15446964.9934	0.00079	612	0.00051	456724.0	0.02957	5	0.00817	14990240.993400002	0.97043	607	0.99183
NISSIN/日清	15405509.782600045	0.00078	2168	0.0018	15337694.203900047	0.9956	2137	0.9857	67815.57869999998	0.0044	31	0.0143
小样	15363727.827300003	0.00078	496	0.00041	14749878.6263	0.96005	468	0.94355	613849.201	0.03995	28	0.05645
MALING/梅林	15229445.869199993	0.00077	1765	0.00147	14987064.898199994	0.98408	1713	0.97054	242380.971	0.01592	52	0.02946
Snickers/士力架	15188028.825399995	0.00077	437	0.00036	15167428.504299996	0.99864	428	0.97941	20600.3211	0.00136	9	0.02059
HERSHEY’S/好时	15120451.449300028	0.00077	1113	0.00093	14437982.020300029	0.95486	1083	0.97305	682469.4289999999	0.04514	30	0.02695
怡宝	15060659.970400007	0.00077	397	0.00033	15060570.59160001	0.99999	396	0.99748	89.3788	1e-05	1	0.00252
雅客	15047567.69489999	0.00077	533	0.00044	15030170.094899992	0.99884	528	0.99062	17397.6	0.00116	5	0.00938
春江	14960506.797599994	0.00076	136	0.00011	14828084.402599996	0.99115	95	0.69853	132422.39500000002	0.00885	41	0.30147
肖三婆	14959905.712600002	0.00076	147	0.00012	14945539.820000002	0.99904	137	0.93197	14365.892600000001	0.00096	10	0.06803
Gul Bag/古力巴戈	14947551.434999999	0.00076	71	6e-05	14947551.434999999	1.0	70	0.98592	0.0	0.0	1	0.01408
味一堂	14780946.3	0.00075	67	6e-05	14780946.3	1.0	67	1.0	0	0.0	0	0
可比克	14580601.959999997	0.00074	504	0.00042	14504188.909999998	0.99476	480	0.95238	76413.05	0.00524	24	0.04762
Silly funny Bear/憨豆熊	14507827.278000012	0.00074	307	0.00026	14492896.778000012	0.99897	299	0.97394	14930.5	0.00103	8	0.02606
银鹭	14490198.925199999	0.00074	511	0.00042	14474794.2822	0.99894	487	0.95303	15404.643	0.00106	24	0.04697
大益	14449010.971000005	0.00073	1364	0.00113	14383194.345000004	0.99544	1341	0.98314	65816.62599999999	0.00456	23	0.01686
韩太	14434216.852499997	0.00073	60	5e-05	14434216.852499997	1.0	60	1.0	0	0.0	0	0
礼云阁	14430446.0	0.00073	14	1e-05	14430446.0	1.0	13	0.92857	0.0	0.0	1	0.07143
零食工坊	14404155.1875	0.00073	100	8e-05	14404155.1875	1.0	100	1.0	0	0.0	0	0
满铺	14185134.317200005	0.00072	604	0.0005	14148686.932200003	0.99743	584	0.96689	36447.384999999995	0.00257	20	0.03311
